CLIENT_SUBCATEGORY,CLIENT_CATEGORY,GDW_SUBCAT,GDW_CAT,DIRECT_INDIRECT,INDUSTRY,SUM(TOTAL_AMOUNT)
OFFICE FURNITURE,CORPORATE,OFFICE FURNITURE,REAL ESTATE & FACILITIES,INDIRECT,Drug Stores & Pharmacies,1737606.58
FINANCE & ACCOUNTING SOFTWARE,INFORMATION TECHNOLOGY,FINANCE & ACCOUNTING SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Drug Stores & Pharmacies,5949526.31
COMMERCIAL PRINT,PRINT,COMMERCIAL PRINT,PRINT,INDIRECT,Drug Stores & Pharmacies,44751099.65
LABELS,PRINT,LABELS,PRINT,INDIRECT,Drug Stores & Pharmacies,40564708.46
OEM PARTS / SPARES,MRO,OEM PARTS / SPARES,MRO,INDIRECT,Drug Stores & Pharmacies,100241.94
EVENTS & CONFERENCES,MARKETING,EVENTS & CONFERENCES,MARKETING,INDIRECT,Drug Stores & Pharmacies,6355.9
Telecommunications Equipment,Telecommunications,TELECOM & CONTACT INFRASTRUCTURE,INFORMATION TECHNOLOGY,INDIRECT,Healthcare,1577298.52
Worker's Compensation Insurance,Insurance & Benefits,WORKERS COMPENSATION INSURANCE,CORPORATE,INDIRECT,Healthcare,10621654.6
Dining & Vending,Food & Beverage,VENDING,REAL ESTATE & FACILITIES,INDIRECT,Education,339095934.6
Benefits Administration,Insurance & Benefits,THIRD PARTY ADMINISTRATOR,HR,INDIRECT,Education,646239861.2
Employee Benefits,Employee Benefits & Wellness Programs,INSURANCE & BENEFITS,HR,INDIRECT,Finance,128072930.7
Credit Rating Agencies,Data & Information Services,CREDIT RATINGS AGENCIES,CORPORATE,INDIRECT,Finance,43715283.36
OFFICE SUPPLIES,MRO,OFFICE SUPPLIES,CORPORATE,INDIRECT,Holding Companies,43236567.22
CORPORATE INSURANCE,INSURANCE,CORPORATE INSURANCE,CORPORATE,,Holding Companies,327356944.6
LTL,TRANSPORTATION & LOGISTICS,LTL,TRANSPORTATION & LOGISTICS,,Holding Companies,4242780.847
ERP,CORPORATE,ERP,INFORMATION TECHNOLOGY,INDIRECT,Holding Companies,58823327.21
OCEAN FREIGHT,TRANSPORTATION & LOGISTICS,OCEAN FREIGHT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Holding Companies,1592468.684
SAFETY SUPPLIES,MRO,SAFETY SUPPLIES,MRO,INDIRECT,Holding Companies,1333338.803
EVENTS AGENCIES,MARKETING,EVENTS AGENCIES,MARKETING,INDIRECT,Holding Companies,1923603.781
EMPLOYEE PAYROLL & TAXES,UNADDRESSABLE,EMPLOYEE COMPENSATION & REIMBURSEMENT,UNADDRESSABLE,,Holding Companies,220366.42
BUILDING MATERIALS,MRO,BUILDING MATERIALS,MRO,INDIRECT,Holding Companies,390794.54
PETTY CASH,UNADDRESSABLE,PETTY CASH,UNADDRESSABLE,UNADDRESSABLE,Insurance,209878.8763
FINANCIAL & RISK ADVISORY,PROFESSIONAL SERVICES,FINANCIAL & RISK ADVISORY,PROFESSIONAL SERVICES,INDIRECT,Insurance,559153048.3
THIRD PARTY LOGISTICS (3PL),CORPORATE,THIRD PARTY LOGISTICS (3PL),TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Insurance,9006056.093
TIRES,FLEET,TIRES,FLEET,INDIRECT,Insurance,194271.4583
Electronic Security Systems,Real Estate & Facilities,ELECTRONIC SECURITY,REAL ESTATE & FACILITIES,,Business Services,3912987.635
Background Checks & Drug Testing,HR,BACKGROUND CHECKS & DRUG TESTING,HR,INDIRECT,Business Services,53133436.33
LEGAL SERVICES,LEGAL SERVICES,LEGAL SERVICES,PROFESSIONAL SERVICES,INDIRECT,Real Estate,35519777.53
GENERAL MAINTENANCE SUPPLIES,MRO,GENERAL INDUSTRIAL SUPPLIES,MRO,INDIRECT,Real Estate,4340345.31
REMEDIATION SERVICES,BUILDING REPAIR & MAINTENANCE,REMEDIATION SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Real Estate,125817618
ELECTRICAL SUPPLIES,MRO,ELECTRICAL SUPPLIES,MRO,INDIRECT,Real Estate,8776620.275
PEST CONTROL,PEST CONTROL,PEST CONTROL,REAL ESTATE & FACILITIES,INDIRECT,Real Estate,8557982.83
LIGHT FIXTURES,MRO,LIGHTING,MRO,INDIRECT,Real Estate,4308985.25
AV & DISPLAY TECHNOLOGY,IT HARDWARE,AV & DISPLAY TECHNOLOGY,INFORMATION TECHNOLOGY,INDIRECT,Real Estate,119849.48
IT INFRASTRUCTURE SERVICES,IT OUTSIDE SERVICES,IT INFRASTRUCTURE SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Real Estate,569643.07
INDUSTRIAL WASTE TREATMENT,RESEARCH & PRODUCTION,HAZARDOUS WASTE MANAGEMENT,REAL ESTATE & FACILITIES,INDIRECT,Consumer Packaged Goods (CPG),140059.5176
ELECTRICAL SUPPLIES,MRO,ELECTRICAL SUPPLIES,MRO,INDIRECT,Retail,7785165.108
INDUSTRIAL GASES,MRO,INDUSTRIAL GASES,MRO,INDIRECT,Retail,3785185.532
RAIL,TRANSPORTATION & LOGISTICS,RAIL,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,805.47
INSPECTION/ QUALITY CONTROL,PRODUCT DEVELOPMENT,QUALITY TESTING & INSPECTION,OUTSIDE PROCESSING,DIRECT,Consumer Packaged Goods (CPG),29712490.67
INTERIOR DESIGN,STORE DEVELOPMENT & CREATIVE SERVICES,ARCHITECTURE & INTERIOR DESIGN,CONSTRUCTION & EQUIPMENT,INDIRECT,Consumer Packaged Goods (CPG),31054003.39
TAX ADVISORY SERVICES,CONSULTING,TAX SERVICES,PROFESSIONAL SERVICES,INDIRECT,Consumer Packaged Goods (CPG),34959695.89
EVENT MANAGEMENT SERVICES,MARKETING & ADVERTISING,EVENTS AGENCIES,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),141193549.3
DIGITAL,MARKETING & ADVERTISING,DIGITAL MEDIA BUYING & PLANNING,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),171528266.1
DINING & VENDING,FACILITIES MANAGEMENT & MAINTENANCE,VENDING,REAL ESTATE & FACILITIES,,Business Services,550382.8743
BUSINESS OPERATIONS SOFTWARE,IT PRODUCTS & SERVICES,SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Business Services,167834136.1
SECURITY PERSONNEL,FACILITIES MANAGEMENT & MAINTENANCE,SECURITY PERSONNEL,REAL ESTATE & FACILITIES,INDIRECT,Business Services,183236529.6
TRAVEL AGENCIES,TRAVEL,TRAVEL MANAGEMENT,TRAVEL,INDIRECT,Business Services,3340805.126
CUSTOMER REBATE / REFUND,UNADDRESSABLE,REVENUE ADJUSTMENTS / REIMBURSEMENTS,UNADDRESSABLE,,Business Services,35400.16
WASTE DISPOSAL,REAL ESTATE - FACILITIES,WASTE DISPOSAL & RECYCLING,REAL ESTATE & FACILITIES,INDIRECT,Retail,90027594.15
HVAC REPAIRS,REAL ESTATE - FACILITIES,HVAC/R,REAL ESTATE & FACILITIES,INDIRECT,Retail,35029834.55
AIRFARE,CORPORATE SERVICES - TRAVEL,AIRFARE,TRAVEL,INDIRECT,Retail,26317004.9
FIXTURES,NSVM,FIXTURES & DISPLAYS,STORE OPERATIONS,INDIRECT,Retail,28583454.93
WAREHOUSING / CROSSDOCK SERVICES,SUPPLY CHAIN - DISTRIBUTION,WAREHOUSING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,11086885.53
FLEET MANAGEMENT,CORPORATE SERVICES - FLEET,FLEET MANAGEMENT & LEASING,FLEET,INDIRECT,Retail,779924.71
FACILITY RELOCATION,REAL ESTATE & FACILITIES,MOVING SERVICES,HR,INDIRECT,Real Estate,6475391.354
SPECIALTY CONSULTING,PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Real Estate,44324382.81
INTEGRATED FACILITIES MANAGEMENT,REAL ESTATE & FACILITIES,INTEGRATED FACILITIES MANAGEMENT,REAL ESTATE & FACILITIES,INDIRECT,Real Estate,19722719.26
CORPORATE SPONSORSHIPS,MARKETING,SPONSORSHIPS,MARKETING,INDIRECT,Real Estate,2493029.85
OFFICE SUPPLIES,ADMINISTRATIVE,OFFICE SUPPLIES,CORPORATE,INDIRECT,Real Estate,9352543.164
Office Equipment,Technology,OFFICE EQUIPMENT,INFORMATION TECHNOLOGY,,Elderly Care Services,2281423.19
Elevator / Escalator Maintenance,Building Services & Construction,VERTICAL TRANSPORT,REAL ESTATE & FACILITIES,INDIRECT,Elderly Care Services,7396043.11
Parking & Tolls,Travel,PARKING,TRAVEL,INDIRECT,Elderly Care Services,1017985.95
Contingent Labor,HR,CONTINGENT LABOR,HR,,Elderly Care Services,5776206.17
PARCEL & COURIER,BANKING OPERATIONS,COURIER SERVICES,TRANSPORTATION & LOGISTICS,DIRECT,Banking,60764429.32
REAL ESTATE SERVICES,REAL ESTATE & FACILITIES,REAL ESTATE SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Banking,7907279.67
MEDIA BUY,MARKETING,MEDIA BUYING & PLANNING,MARKETING,,Banking,15680595.39
HR CONSULTING,HR,HR SERVICES,HR,INDIRECT,Banking,18638421.01
IT HARDWARE RELATED SERVICES,IT,COMPUTE & STORAGE HARDWARE,INFORMATION TECHNOLOGY,INDIRECT,Banking,60308533.44
WASTE DISPOSAL & RECYCLING,REAL ESTATE & FACILITIES,WASTE DISPOSAL & RECYCLING,REAL ESTATE & FACILITIES,,Drug Stores & Pharmacies,37289911.85
FINANCIAL SERVICES,PROFESSIONAL SERVICES,FINANCIAL & RISK ADVISORY,PROFESSIONAL SERVICES,INDIRECT,Banking,51579799.16
PAPERBOARD CARTONS,PACKAGING & SHIPPING SUPPLIES,RETAIL PACKAGING,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Pulp & Paper,10641033.43
SAFETY SUPPLIES,MRO,SAFETY SUPPLIES,MRO,INDIRECT,Pulp & Paper,3528612.241
CAFETERIA / CATERING SERVICES,REAL ESTATE & FACILITIES,VENDING,REAL ESTATE & FACILITIES,INDIRECT,Pulp & Paper,6708392.235
JANITORIAL SERVICES,REAL ESTATE & FACILITIES,JANITORIAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Pulp & Paper,12219770.66
PEST CONTROL,REAL ESTATE & FACILITIES,PEST CONTROL,REAL ESTATE & FACILITIES,INDIRECT,Pulp & Paper,1913163
PLUMBING,REAL ESTATE & FACILITIES,PLUMBING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Pulp & Paper,1487022.09
PROTECTIVE PACKAGING & CUSHIONING,PACKAGING & SHIPPING SUPPLIES,CORES & TUBES,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Pulp & Paper,3249705.4
BACKGROUND CHECKS & DRUG TESTING,HR,BACKGROUND CHECKS & DRUG TESTING,HR,,Pulp & Paper,501766.86
EMPLOYEE COMPENSATION / REIMBURSEMENT,UNADDRESSABLE,EMPLOYEE COMPENSATION & REIMBURSEMENT,UNADDRESSABLE,UNADDRESSABLE,Pulp & Paper,2126133.36
SPONSORSHIPS,MARKETING,SPONSORSHIPS,MARKETING,,Pulp & Paper,203621.17
INDUSTRIAL PVF,MRO,INDUSTRIAL PVF,MRO,INDIRECT,Pulp & Paper,89320.35
FACILITIES SOFTWARE,TECHNOLOGY,SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Pulp & Paper,740404.12
JOB BOARDS / RESUME SEARCH,HR,JOB BOARDS,HR,INDIRECT,Pulp & Paper,3225138.72
VALUE ADDED RESELLER (VAR),TECHNOLOGY,VALUE ADDED RESELLER (VAR),INFORMATION TECHNOLOGY,,Pulp & Paper,9100807.648
OFFICE SUPPLIES,CORPORATE,OFFICE SUPPLIES,CORPORATE,INDIRECT,Technology,3466359.335
EMPLOYEE RECOGNITION/GIFTCARDS,HR,EMPLOYEE RECOGNITION,HR,INDIRECT,Technology,4743376.705
JANITORIAL AND CLEANING SERVICES,REAL ESTATE & FACILITIES,JANITORIAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Technology,1129412.61
FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,,Technology,78751550.82
LOW VOLTAGE SYSTEMS,REAL ESTATE & FACILITIES,ELECTRICAL DISTRIBUTION,MRO,INDIRECT,Technology,15112.49191
KITCHEN EQUIPMENT,REAL ESTATE & FACILITIES,KITCHEN EQUIPMENT,REAL ESTATE & FACILITIES,INDIRECT,Retail,15269.72
BUILDING ENGINEERING SERVICES,REAL ESTATE & FACILITIES,BUILDING ENGINEERING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Retail,16889080.66
PLASTIC CONTAINERS/TOTES,PACKAGING PRODUCTS,PLASTIC CONTAINERS/TOTES,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Retail,6900258.455
COMMERCIAL PRINT,PRINT,COMMERCIAL PRINT,PRINT,INDIRECT,Food & Beverage,6891174.086
POWER TRANSMISSION & BEARINGS,MRO,POWER TRANSMISSION & BEARINGS,MRO,INDIRECT,Food & Beverage,2487345.026
SIGNAGE & GRAPHICS,PRINT,SIGNAGE & GRAPHICS,PRINT,INDIRECT,Food & Beverage,4671297.825
VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Food & Beverage,19583980.22
AIRFARE,TRAVEL,AIRFARE,TRAVEL,INDIRECT,Food & Beverage,1908304.437
RETIREMENT FUND CONTRIBUTIONS,UNADDRESSABLE,RETIREMENT FUND CONTRIBUTIONS,UNADDRESSABLE,UNADDRESSABLE,Food & Beverage,69509554.46
CORRUGATED,PACKAGING,CORRUGATED,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Food & Beverage,72452602.4
FLOWERS & GIFTS,CORPORATE,FLOWERS & GIFTS,CORPORATE,INDIRECT,Food & Beverage,68471.55224
CHARITABLE CONTRIBUTIONS,UNADDRESSABLE,CHARITABLE CONTRIBUTIONS,UNADDRESSABLE,UNADDRESSABLE,Food & Beverage,177330.0377
ERP,INFORMATION TECHNOLOGY,ERP,INFORMATION TECHNOLOGY,INDIRECT,Food & Beverage,526584.1926
VISION INSURANCE,HR,VISION INSURANCE,HR,INDIRECT,Food & Beverage,2134240.49
HEALTH & MEDICAL INSURANCE,FINANCE & LEGAL,MEDICAL INSURANCE,HR,INDIRECT,Retail,137903402.8
CREATIVE DIGITAL SERVICES,MARKETING,CREATIVE AGENCIES,MARKETING,INDIRECT,Retail,129116494.7
ARCHITECTURE AND ENGINEERING,DESIGN & CONSTRUCTION,ARCHITECTURE & INTERIOR DESIGN,CONSTRUCTION & EQUIPMENT,INDIRECT,Retail,938613954.9
SECURITY SERVICES,FACILITY SERVICES,ELECTRONIC SECURITY,REAL ESTATE & FACILITIES,INDIRECT,Pharmaceuticals,26175855.15
CAFETERIA & CATERING,FACILITY SERVICES,FOOD SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Pharmaceuticals,14511347.31
MOBILE VOICE AND DATA SERVICES,NETWORK AND TELECOM SERVICES,VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Pharmaceuticals,11045554.96
WASTE MANAGEMENT,FACILITY SERVICES,WASTE DISPOSAL & RECYCLING,REAL ESTATE & FACILITIES,,Pharmaceuticals,16388639.73
BENEFIT ADMIN SERVICES,HR SERVICES,BENEFITS ADMINISTRATION,HR,INDIRECT,Pharmaceuticals,5797063.809
COMPARATOR DRUGS,CLINICAL PACKAGING & LABELING,MEDICAL & PHARMACEUTICAL PACKAGING,MEDICAL PRODUCTS/SERVICES,LOGISTICS & PACKAGING,Pharmaceuticals,1848768.99
RETIREMENT FUND CONTRIBUTIONS,UNADDRESSABLE,RETIREMENT FUND CONTRIBUTIONS,UNADDRESSABLE,UNADDRESSABLE,Real Estate,20357265.27
OCCUPATIONAL HEALTH,HR,OCCUPATIONAL HEALTH,HR,INDIRECT,Industrial Manufacturing,85335.78
LIGHTING,MRO,LIGHTING,MRO,INDIRECT,Consumer Packaged Goods (CPG),2994073.87
PROMOTIONAL PRODUCTS,MARKETING,PROMOTIONAL PRODUCTS,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),110726.58
UNIFORM & LINEN SERVICE,MRO,UNIFORM & LINEN SERVICE,MRO,INDIRECT,Consumer Packaged Goods (CPG),765422.94
SUPPLY CHAIN SOFTWARE,INFORMATION TECHNOLOGY,SUPPLY CHAIN SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Consumer Packaged Goods (CPG),20037154.09
JANITORIAL SERVICES,REAL ESTATE & FACILITIES,JANITORIAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Consumer Packaged Goods (CPG),3543151.97
LIFE & DISABILITY INSURANCE,HR,LIFE & DISABILITY INSURANCE,HR,INDIRECT,Consumer Packaged Goods (CPG),2312677.03
EMPLOYER COMPLIANCE SERVICES,HR,EMPLOYER COMPLIANCE SERVICES,HR,INDIRECT,Consumer Packaged Goods (CPG),336917.19
WORKING MEDIA,MARKETING,WORKING MEDIA,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),33333.3
RENT,REAL ESTATE PURCHASE & LEASE,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,INDIRECT,Retail,2383916678
MEMBERSHIPS,CORPORATE,MEMBERSHIPS,CORPORATE,INDIRECT,Consumer Packaged Goods (CPG),58590.34
CORE BANKING SOFTWARE,IT,HARDWARE COMPONENTS,INFORMATION TECHNOLOGY,,Banking,33733440.55
LEGAL SERVICES,PROFESSIONAL & CONSULTING SERVICES,LEGAL SERVICES,PROFESSIONAL SERVICES,,Banking,1649053.854
"FOOD SERVICES, CATERING",REAL ESTATE & FACILITIES,FOOD SERVICES,REAL ESTATE & FACILITIES,,Banking,248012.1726
CLOUD AND AI SERVICES,IT,CLOUD SERVICES,INFORMATION TECHNOLOGY,,Banking,2299204.512
MISCELLANEOUS ADMIN SERVICES,GENERAL & ADMINISTRATIVE SERVICES,DOCUMENT MANAGEMENT & SHREDDING,CORPORATE,,Banking,9928.45622
RECRUITING,HUMAN RESOURCES,RECRUITING,HR,INDIRECT,Banking,1825142.562
DISASTER RECOVERY,IT,DISASTER RECOVERY,INFORMATION TECHNOLOGY,,Banking,815332.3553
RELOCATION SERVICES,HUMAN RESOURCES,RELOCATION SERVICES,HR,INDIRECT,Banking,200205.4969
MEDIA PRODUCTION,MARKETING,MEDIA PRODUCTION,MARKETING,INDIRECT,Energy & Utilities,516678.1
ENGINEERING SERVICES,REAL ESTATE & FACILITIES,BUILDING ENGINEERING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Energy & Utilities,125048354.8
CLOUD SERVICES,INFORMATION TECHNOLOGY,CLOUD SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Energy & Utilities,301496.81
COURIER SERVICES,TRANSPORTATION & LOGISTICS,COURIER SERVICES,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Energy & Utilities,391390.73
UNADDRESSABLE,UNADDRESSABLE,UNADDRESSABLE,UNADDRESSABLE,UNADDRESSABLE,Energy & Utilities,82001.72
SUBSCRIPTIONS,CORPORATE,DUES & SUBSCRIPTIONS,CORPORATE,INDIRECT,Business Services,17985208.12
FACILITY / PROPERTY RENT,REAL ESTATE,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,INDIRECT,Not For Profit,397638978.1
DIGITAL ENGAGEMENT,MARKETING,DIGITAL MEDIA BUYING & PLANNING,MARKETING,INDIRECT,Not For Profit,34828124.44
REAL ESTATE PROFESSIONAL SERVICES,REAL ESTATE,REAL ESTATE SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Not For Profit,30573916.44
TRAVEL CARD,TRAVEL,TRAVEL CARD,TRAVEL,INDIRECT,Not For Profit,201946.5
BACKGROUND CHECKS & DRUG TESTING,RECRUITING,BACKGROUND CHECKS & DRUG TESTING,HR,INDIRECT,Business Services,11659364.13
CUSTOMS BROKERAGE,TRANSPORTATION & LOGISTICS,CUSTOMS BROKERAGE,TRANSPORTATION & LOGISTICS,,Business Services,31303920.91
MARKET RESEARCH / DATA,SALES,MARKET RESEARCH,MARKETING,INDIRECT,Food and Beverage,343920090.1
LAB SUPPLIES,FACILITY SERVICES,LAB SUPPLIES,MEDICAL PRODUCTS/SERVICES,INDIRECT,Food and Beverage,25158911.3
DOCK DOORS & EQUIPMENT,FACILITY SERVICES,DOCK DOORS & EQUIPMENT,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,3628138.106
"DRUMS, TOTES & PAILS",PACKAGING RM,"DRUMS, TOTES & PAILS",PACKAGING PRODUCTS,INDIRECT,Food and Beverage,9445709.22
KITCHEN EQUIPMENT,FACILITIES,KITCHEN EQUIPMENT,REAL ESTATE & FACILITIES,INDIRECT,Hospitality,9229412.69
EMPLOYEE COMPENSATION & REIMBURSEMENT,HR,EMPLOYEE COMPENSATION & REIMBURSEMENT,UNADDRESSABLE,UNADDRESSABLE,Hospitality,9650469.04
MAR TECH,MARKETING,MAR TECH,MARKETING,INDIRECT,Hospitality,45062.26
SALES & MARKETING SOFTWARE,INFORMATION TECHNOLOGY,SALES ENABLEMENT & PERFORMANCE,INFORMATION TECHNOLOGY,INDIRECT,Hospitality,519797.73
SIGNAGE & GRAPHICS,PRINTING AND STATIONARY,SIGNAGE & GRAPHICS,PRINT,INDIRECT,Hospitality,585255.4981
EXHIBITOR SERVICES,MARKETING,EXHIBITOR SERVICES,MARKETING,INDIRECT,Hospitality,145793.22
BI & DATA ANALYTICS,INFORMATION TECHNOLOGY,BI & DATA ANALYTICS SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Hospitality,621251.45
COMPUTE & STORAGE HARDWARE,INFORMATION TECHNOLOGY,COMPUTE & STORAGE HARDWARE,INFORMATION TECHNOLOGY,INDIRECT,Hospitality,430000.42
FREIGHT AUDIT & PAYMENT,TRANSPORTATION & LOGISTICS,FREIGHT AUDIT & PAYMENT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,6789450.4
CONTROL & AUTOMATION,REAL ESTATE & FACILITIES,CONTROL & AUTOMATION,MRO,INDIRECT,Retail,1751895.74
SAFETY SUPPLIES,REAL ESTATE & FACILITIES,SAFETY SUPPLIES,MRO,INDIRECT,Retail,342175.02
ELECTRICAL DISTRIBUTION,REAL ESTATE & FACILITIES,ELECTRICAL DISTRIBUTION,MRO,INDIRECT,Retail,480453.59
TESTING & TEST DATA MGMT,INFORMATION TECHNOLOGY,TESTING & TEST DATA MGMT,INFORMATION TECHNOLOGY,INDIRECT,Retail,5270444.93
FANS,REAL ESTATE & FACILITIES,FANS,MRO,INDIRECT,Retail,56433.07
SALES ENABLEMENT & PERFORMANCE,INFORMATION TECHNOLOGY,SALES ENABLEMENT & PERFORMANCE,INFORMATION TECHNOLOGY,INDIRECT,Retail,5690807.42
TALENT MGMT & RECRUITING SOFTWARE,INFORMATION TECHNOLOGY,TALENT MGMT & RECRUITING SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Retail,5629098.18
SOFTWARE (N.E.S.),INFORMATION TECHNOLOGY,SOFTWARE,INFORMATION TECHNOLOGY,,Transportation,34807392.1
TRUCKLOAD,TRANSPORTATION & LOGISTICS,TRUCKLOAD,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Transportation,670126.514
CHARITABLE CONTRIBUTIONS,UNADDRESSABLE,CHARITABLE CONTRIBUTIONS,UNADDRESSABLE,UNADDRESSABLE,Transportation,1218023.647
INDUSTRIAL GASES,REAL ESTATE & FACILITIES,INDUSTRIAL GASES,MRO,INDIRECT,Transportation,162340.6452
CREATIVE AGENCIES,MARKETING AGENICES,CREATIVE AGENCIES,MARKETING,INDIRECT,Food and Beverage,2129217.43
ADVERTISING AGENCIES,MARKETING AGENICES,ADVERTISING AGENCIES,MARKETING,INDIRECT,Food and Beverage,9082197.23
METAL CANS & ENDS,METAL PACKAGING,RETAIL PACKAGING,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Food and Beverage,116391412.8
WIRELESS,TELECOM,WIRELESS,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,857106.49
LABELS - MISC LABELS,LABELS,LABELS,PRINT,DIRECT,Food and Beverage,3291555.33
BARCODE PRINTERS & SCANNERS,HARDWARE,BARCODE PRINTERS & SCANNERS,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,4561158.68
PECANS,INGREDIENTS,DRY GOODS,FOOD AND INGREDIENTS,DIRECT,Food and Beverage,3719395.94
ENVIRONMENTAL SERVICES (EVS),FACILITIES SERVICES,ENVIRONMENTAL SERVICES (EVS),REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,214842.94
OFFICE EQUIPMENT,HARDWARE,OFFICE EQUIPMENT,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,1359180.02
LABORATORY EQUIPMENT & SUPPLIES,MRO SUPPLIES,TEST & MEASUREMENT EQUIPMENT,MRO,INDIRECT,Food and Beverage,35333768.89
PACKAGING EQUIPMENT,CAPITAL EQUIPMENT,PACKAGING SUPPLIES,PACKAGING PRODUCTS,INDIRECT,Food and Beverage,235305843.9
MATERIAL HANDLING EQUIPMENT,CAPITAL EQUIPMENT,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Food and Beverage,60996148.6
CONSTRUCTION & INSTALLATION,CAPITAL SERVICES,CONSTRUCTION PROJECT MANAGEMENT,CONSTRUCTION & EQUIPMENT,INDIRECT,Food and Beverage,321763859.7
BUILDING MAINTENANCE & REPAIR,FACILITIES AND MAINTENANCE,BUILDING REPAIR & MAINTENANCE,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,30747088.5
PROTOTYPING AND TESTING SERVICES,RESEARCH AND DEVELOPMENT (R&D) SERVICES,OUTSIDE TESTING & RESEARCH,MRO,,Food and Beverage,58836543.87
EMPLOYEE BENEFITS PROGRAMS,COMPENSATION AND BENEFITS,INSURANCE & BENEFITS,HR,INDIRECT,Food and Beverage,68447142.03
MEDICAL INSURANCE,COMPENSATION AND BENEFITS,MEDICAL INSURANCE,HR,INDIRECT,Food and Beverage,30081131.88
IT VOICE & DATA SERVICES,NETWORK & TELECOM,VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,10783786.54
OCCUPATIONAL HEALTH & WELNESS,EMPLOYEE ASSISTANCE AND WELL-BEING,OCCUPATIONAL HEALTH,HR,,Food and Beverage,3338384.334
PAYROLL PROCESSING,COMPENSATION AND BENEFITS,PAYROLL PROCESSING,HR,INDIRECT,Food and Beverage,2855947.576
CRM / SALES / LEAD GENERATION,MARTECH,MAR TECH - COMMERCE & SALES,MARKETING,,Food and Beverage,7155410.102
JOB BOARDS,RECRUITMENT AND TALENT ACQUISITION,JOB BOARDS,HR,INDIRECT,Food and Beverage,5894096.146
SOCIAL MEDIA,MEDIA,WORKING MEDIA - PAID SOCIAL,MARKETING,INDIRECT,Food and Beverage,344127.034
FREELANCERS,AGENCIES,FREELANCERS,MARKETING,INDIRECT,Food and Beverage,125597.3023
PROPERTY & CASUALTY INSURANCE,CORPORATE,PROPERTY & CASUALTY INSURANCE,CORPORATE,INDIRECT,Food and Beverage,2770282.434
BOOKING SERVICE,MEETING AND EVENT MANAGEMENT,TRAVEL MANAGEMENT,TRAVEL,INDIRECT,Food and Beverage,120434.12
Warehousing & Storage,Transportation & Logistics,WAREHOUSING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Consumer Packaged Goods (CPG),148524734.9
